,steps,a1_b1,a1_b2,a1_b3,a1_b4,a1_c1,a1_c2,a1_c3,a1_c4,a1_d1,a1_d2,a1_d3,a1_d4,a2_b1,a2_b2,a2_b3,a2_b4,a2_c1,a2_c2,a2_c3,a2_c4,a2_d1,a2_d2,a2_d3,a2_d4,a3_b1,a3_b2,a3_b3,a3_b4,a3_c1,a3_c2,a3_c3,a3_c4,a3_d1,a3_d2,a3_d3,a3_d4,a4_b1,a4_b2,a4_b3,a4_b4,a4_c1,a4_c2,a4_c3,a4_c4,a4_d1,a4_d2,a4_d3,a4_d4,b1_c1,b1_c2,b1_c3,b1_c4,b1_d1,b1_d2,b1_d3,b1_d4,b2_c1,b2_c2,b2_c3,b2_c4,b2_d1,b2_d2,b2_d3,b2_d4,b3_c1,b3_c2,b3_c3,b3_c4,b3_d1,b3_d2,b3_d3,b3_d4,b4_c1,b4_c2,b4_c3,b4_c4,b4_d1,b4_d2,b4_d3,b4_d4,c1_d1,c1_d2,c1_d3,c1_d4,c2_d1,c2_d2,c2_d3,c2_d4,c3_d1,c3_d2,c3_d3,c3_d4,c4_d1,c4_d2,c4_d3,c4_d4
406,8120.000000000001,0.0,0.0,0.1083,0.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7834,0.7834,0.1083,0.1083,0.1083,0.0,0.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1083,0.7834,0.8917,0.0,0.1083,0.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8917,0.8917,0.0,0.0,0.0,0.3917,0.3917,0.0,0.0,0.3917,0.3917,0.0,0.1083,0.0,0.1083,0.0,0.1083,0.0,0.1083,0.0,0.3917,0.3917,0.0,0.0,0.3917,0.3917,0.0,0.0,0.1083,0.1083,0.0,0.0,0.1083,0.1083,0.0,0.0,0.0,0.0,0.1083,0.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7834,0.7834,0.1083,0.1083
407,8139.999999999999,1.4884,0.0,0.0,0.0,0.0,0.2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558,0.0,0.0,0.0,0.0,0.7442,0.7442,0.1279,0.0,0.0,0.1279,0.0,0.0,0.0,0.0,0.1279,0.0,0.0,0.1279,1.4884,0.0,0.0,0.0,0.1279,0.0,0.1279,0.0,0.0,0.0,0.0,0.0,0.1279,0.0,0.1279,0.0,0.0,0.0,0.7442,0.7442,0.2558,0.0,0.0,0.2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4884,0.0,0.0,0.0,0.2558,0.0,0.2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4884,0.0,0.0,0.0,0.0,0.2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558,0.0,0.0
408,8159.999999999999,0.396,0.0,0.0,0.396,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.0,0.604,0.0,0.0,0.396,0.0,0.0,0.396,0.396,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.104,0.104,0.0,0.396,0.5,0.0,0.0,0.396,0.396,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.104,0.0,0.104,0.396,0.5,0.208,0.0,0.396,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396,0.396,0.0,0.208,0.396,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396,0.396,0.396,0.0,0.0,0.396,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.0,0.604,0.0,0.0,0.396
409,8179.999999999999,0.0,0.3895,0.3895,0.0,0.0,0.0,0.0,0.0,0.1105,0.0,0.0,0.1105,0.1105,0.3895,0.3895,0.1105,0.0,0.3895,0.3895,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.0,0.1105,0.0,0.5,0.3895,0.1105,0.0,0.3895,0.3895,0.0,0.0,0.0,0.0,0.0,0.1105,0.0,0.1105,0.0,0.1105,0.3895,0.5,0.0,0.0,0.1105,0.0,0.1105,0.0,0.3895,0.3895,0.0,0.0,0.3895,0.3895,0.0,0.0,0.1105,0.0,0.1105,0.1105,0.0,0.1105,0.0,0.0,0.3895,0.3895,0.0,0.0,0.3895,0.3895,0.0,0.1105,0.0,0.1105,0.0,0.0,0.3895,0.3895,0.0,0.0,0.0,0.0,0.0,0.1105,0.0,0.0,0.1105,0.1105,0.3895,0.3895,0.1105
410,8200.0,0.0,0.1148,0.0,0.1148,0.0,0.1148,0.0,0.1148,0.0,0.3852,0.0,0.3852,0.0,0.3852,0.0,0.3852,0.0,0.1148,0.1148,0.0,0.0,0.1148,0.1148,0.0,0.0,0.0,0.3852,0.3852,0.0,0.0,0.3852,0.3852,0.0,0.0,0.1148,0.1148,0.0,0.0,0.1148,0.1148,0.3852,0.0,0.0,0.3852,0.3852,0.0,0.0,0.3852,0.0,0.0,0.0,0.0,0.0,0.1148,0.5,0.3852,0.0,0.0,0.0,0.0,0.0,0.1148,0.5,0.3852,0.0,0.0,0.0,0.0,0.3852,0.0,0.1148,0.5,0.0,0.0,0.0,0.0,0.3852,0.0,0.1148,0.5,0.0,0.1148,0.0,0.1148,0.0,0.1148,0.0,0.1148,0.0,0.3852,0.0,0.3852,0.0,0.3852,0.0,0.3852
411,8220.0,0.0,0.0,0.0,0.2322,0.0,0.7678,0.0,0.7678,0.0,0.0,0.0,0.2322,0.0,0.0,0.0,0.0,0.1161,0.1161,0.0,0.0,0.7678,0.0,0.0,0.7678,0.1161,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.1161,0.1161,0.0,0.0,0.0,0.7678,0.7678,0.0,0.1161,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3839,0.0,0.0,0.3839,0.0,0.0,0.0,0.0,0.6161,0.2322,0.0,0.3839,0.0,0.0,0.0,0.0,0.0,0.3839,0.3839,0.0,0.0,0.0,0.0,0.0,0.2322,0.6161,0.3839,0.0,0.0,0.0,0.0,0.2322,0.0,0.7678,0.0,0.7678,0.0,0.0,0.0,0.2322,0.0,0.0,0.0,0.0
412,8240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.0,0.273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3635,0.0,0.3635,0.0,0.0,0.0,0.0,0.0,0.1365,0.0,0.1365,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.0,0.273,1.0,0.0,0.0,0.0,0.0
413,8260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7458,0.0,0.7458,0.0,0.2542,0.2542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4916,0.0,0.0,0.0,0.5084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4916,0.0,0.0,0.0,0.0,0.2542,0.2542,0.0,0.0,1.0,0.0,0.0,0.0,0.2542,0.0,0.0,0.0,0.7458,0.0,0.0,0.0,0.0,0.0,0.0,0.7458,0.1271,0.1271,0.0,0.0,0.1271,0.1271,0.0,0.7458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7458,0.0,0.7458,0.0,0.2542,0.2542,0.0,0.0
414,8280.0,0.0,0.0,0.0,0.0,0.3601,0.0,0.3601,0.0,0.3601,0.0,0.3601,0.2798,0.0,0.0,0.0,0.2798,0.0,0.0,0.0,0.0,0.0,0.0,0.3601,0.3601,0.0,0.2798,0.3601,0.3601,0.0,0.2798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3601,0.3601,0.0,0.0,0.5,0.5,0.0,0.0,0.1399,0.1399,0.0,0.0,0.0,0.3601,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.3601,0.3601,0.0,0.5596,0.0,0.0,0.0,0.3601,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.3601,0.3601,0.0,0.0,0.2798,0.2798,0.0,0.0,0.0,0.0,0.0,0.3601,0.0,0.3601,0.0,0.3601,0.0,0.3601,0.2798,0.0,0.0,0.0,0.2798
415,8300.0,0.9368,0.0,0.0,0.3544,0.3544,0.0,0.0,0.3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2912,0.6456,0.0,0.3544,0.0,0.3544,0.0,0.3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6456,0.3544,0.2912,0.0,0.3544,0.3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2912,0.6456,0.0,0.3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3544,0.0,0.3544,0.6456,0.3544,0.2912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3544,0.3544,0.0,0.0,0.9368,0.0,0.0,0.3544,0.3544,0.0,0.0,0.3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,8320.0,0.0,0.2778,0.0,0.0,0.0,0.0,0.3611,0.3611,0.0,0.2778,0.3611,0.3611,0.0,0.0,0.0,0.0,0.0,0.2778,0.0,0.0,0.3611,0.0,0.0,0.3611,0.3611,0.2778,0.0,0.3611,0.0,0.0,0.0,0.0,0.1389,0.1389,0.0,0.0,0.7222,0.0,0.0,0.0,0.8611,0.1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556,0.0,0.0,0.3611,0.0,0.0,0.3611,0.3611,0.0,0.0,0.3611,0.0,0.0,0.0,0.0,0.2778,0.2778,0.0,0.0,0.7222,0.0,0.0,0.0,0.7222,0.0,0.0,0.0,0.0,0.2778,0.0,0.0,0.0,0.0,0.3611,0.3611,0.0,0.2778,0.3611,0.3611,0.0,0.0,0.0,0.0
417,8340.0,0.687,0.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.313,0.0,0.687,0.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1565,0.0,0.1565,0.0,0.1565,0.0,0.1565,0.0,0.0,0.0,1.374,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.313,0.0,0.3435,0.3435,0.0,0.0,0.3435,0.3435,0.0,0.0,0.0,0.313,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687,0.0,0.0,0.0,0.687,0.0,0.0,0.626,0.0,0.0,0.0,0.0,0.0,0.687,0.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.313,0.0
418,8360.0,0.672,0.0,0.0,0.328,0.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.164,0.5,0.336,0.0,0.0,0.336,0.336,0.0,0.0,0.0,0.0,0.0,0.164,0.164,0.0,0.0,0.5,0.5,0.0,0.0,0.336,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.164,0.0,0.0,0.0,0.672,0.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.328,0.0,0.0,0.672,0.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.328,0.0,0.0,0.672,0.0,0.0,0.328,0.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328
419,8380.0,0.3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3218,0.3218,0.0,0.0,0.6782,0.3218,0.0,0.0,0.1782,0.1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6436,0.1782,0.1782,0.0,0.6436,0.0,0.1782,0.0,0.1782,0.0,0.0,0.0,0.0,0.3218,0.3218,0.0,0.0,0.3218,0.5,0.0,0.1782,0.3564,0.3564,0.0,0.6436,0.0,0.0,0.0,0.6436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3218,0.6782,0.0,0.3564,0.3218,0.3218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3218,0.3218,0.0,0.0,0.6782,0.3218,0.0,0.0
420,8400.0,0.0,0.0,0.0,0.0,0.2094,0.0,0.0,0.2094,0.0,0.0,0.0,0.0,0.7906,0.0,0.5812,0.2094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4188,0.0,0.0,0.0,0.0,0.5812,0.0,0.5812,0.4188,0.0,0.0,0.0,0.0,0.2094,0.0,0.0,0.2094,0.0,0.0,0.0,0.0,0.2094,0.5812,0.5812,0.2094,0.2906,0.0,0.2906,0.4188,0.0,0.0,0.0,0.0,0.2906,0.0,0.2906,0.0,0.0,0.0,0.0,0.4188,0.2094,0.2906,0.2906,0.2094,0.0,0.0,0.0,0.0,0.0,0.2906,0.2906,0.0,0.2094,0.0,0.0,0.2094,0.0,0.0,0.0,0.0,0.2094,0.0,0.0,0.2094,0.0,0.0,0.0,0.0,0.7906,0.0,0.5812,0.2094
421,8420.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5456,0.0,0.0,0.4544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272,1.0912,0.2272,0.0,0.2272,0.0,0.2272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2272,0.5456,0.7728,0.0,0.2272,0.0,0.2272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4544,0.5456,0.4544,0.0,0.0,0.5456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4544,0.2728,0.7272,0.0,0.0,0.2728,0.2728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5456,0.0,0.0,0.4544,0.0,0.0,0.0,0.0,0.0,0.0
422,8440.0,0.493,0.0,0.0,0.0,1.0,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2465,0.0,0.2465,0.0,0.2465,0.0,1.2605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2465,0.0,0.0,0.2465,0.2465,1.014,0.0,0.2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.0,1.0,0.0,0.0,0.0,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.507,0.0,0.493,0.0,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.0,0.0,0.0,1.0,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,8460.0,0.0,0.2243,0.7757,0.5514,0.0,0.2243,0.2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5514,0.7757,0.0,0.2243,0.0,0.2243,0.0,0.2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2243,1.1028,0.2243,0.0,0.2243,0.0,0.2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2243,0.0,0.2243,0.2757,0.5,0.0,0.2243,0.2757,0.2757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2243,0.0,0.2243,0.0,0.2243,0.5514,0.2243,0.0,0.0,0.5514,0.0,0.0,0.2243,0.7757,0.5514,0.0,0.2243,0.2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,8480.0,0.0,0.246,0.246,0.0,0.0,0.5,0.246,0.254,0.0,0.254,0.0,0.254,0.0,0.0,0.0,0.0,0.246,0.0,0.246,0.0,0.5,0.0,0.5,0.0,0.254,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.246,0.246,0.0,0.0,0.246,0.246,0.508,0.0,0.0,0.0,0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.246,0.0,0.246,0.0,0.254,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.246,0.246,0.508,0.0,0.246,0.246,0.0,0.0,0.0,0.0,0.508,0.0,0.246,0.246,0.0,0.0,0.5,0.246,0.254,0.0,0.254,0.0,0.254,0.0,0.0,0.0,0.0
425,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7536,0.2464,0.0,0.5072,0.2464,0.2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0144,0.0,0.2464,0.2464,0.0,0.0,0.2464,0.2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0144,0.4928,0.0,0.0,0.0,0.4928,0.5072,0.0,0.2464,0.2464,0.0,0.0,0.2464,0.2464,0.0,0.0,0.0,0.0,0.5072,0.0,0.0,0.0,0.0,0.0,0.5072,0.4928,0.0,0.0,0.0,0.4928,0.0,0.0,0.0,0.0,0.0,0.0,0.5072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7536,0.2464,0.0,0.5072,0.2464,0.2464,0.0,0.0
426,8520.0,0.0,0.0,0.0,0.0,0.0,0.2456,0.0,0.2456,0.0,0.2544,0.0,0.2544,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2456,0.2456,0.2544,0.2544,0.0,0.0,0.2544,0.2544,0.2456,0.2456,0.0,0.0,0.0,0.0,0.2456,0.2456,0.0,0.0,0.5088,0.0,0.0,0.0,0.7544,0.2456,0.0,0.0,0.0,0.0,0.0,0.0,0.2544,0.2544,0.2456,0.2456,0.0,0.0,0.0,0.0,0.2544,0.2544,0.2456,0.2456,0.0,0.0,0.0,0.0,0.7544,0.2456,0.0,0.0,0.0,0.0,0.0,0.0,0.7544,0.2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2456,0.0,0.2456,0.0,0.2544,0.0,0.2544,0.0,0.5,0.0,0.5
427,8540.0,0.0,0.0,0.0,0.0,0.5114,0.2443,0.5114,0.2443,0.0,0.0,0.0,0.0,0.0,0.2443,0.0,0.2443,0.0,0.0,0.0,0.0,0.5114,0.2443,0.2443,0.5114,0.0,0.0,0.0,0.0,0.0,0.2443,0.2443,0.0,0.0,0.0,0.0,0.0,0.2443,0.2443,0.0,1.0228,0.0,0.0,0.0,0.0,0.2443,0.2443,0.0,0.0,0.2557,0.0,0.0,0.2557,0.0,0.2443,0.2443,0.0,0.2557,0.0,0.0,0.2557,0.0,0.2443,0.2443,0.0,0.0,0.0,0.0,0.5114,0.2443,0.2443,0.0,0.0,0.0,0.0,0.0,0.5114,0.2443,0.2443,0.0,0.0,0.0,0.0,0.0,0.0,0.5114,0.2443,0.5114,0.2443,0.0,0.0,0.0,0.0,0.0,0.2443,0.0,0.2443
428,8560.0,0.0,0.0,0.0,0.0,0.2458,0.2542,0.2542,0.2458,0.0,0.0,0.0,0.0,0.2458,0.2542,0.2542,0.2458,0.0,0.0,0.0,0.0,0.0,0.0,0.2458,0.7542,0.0,0.0,0.0,0.0,0.0,0.0,0.2458,0.7542,0.0,0.0,0.0,0.0,0.0,0.2542,0.4916,0.2542,0.0,0.0,0.0,0.0,0.0,0.2542,0.4916,0.2542,0.0,0.0,0.2458,0.2458,0.0,0.0,0.0,0.5084,0.0,0.0,0.0,0.5084,0.0,0.0,0.2458,0.2458,0.0,0.0,0.4916,0.0,0.0,0.2542,0.0,0.2542,0.0,0.2542,0.0,0.2542,0.0,0.0,0.4916,0.0,0.0,0.0,0.0,0.0,0.2458,0.2542,0.2542,0.2458,0.0,0.0,0.0,0.0,0.2458,0.2542,0.2542,0.2458
429,8580.0,0.2639,0.0,0.2639,0.0,0.0,0.0,0.0,0.4722,0.2639,0.0,0.2639,0.4722,0.0,0.0,0.0,0.0,0.0,0.2639,0.2639,0.0,0.0,0.2361,0.0,0.2361,0.0,0.5,0.2639,0.2361,0.0,0.0,0.0,0.0,0.2639,0.0,0.2639,0.0,0.2361,0.0,0.0,0.2361,0.5,0.0,0.2639,0.2361,0.0,0.0,0.0,0.0,0.0,0.2639,0.2639,0.0,0.0,0.0,0.0,0.0,0.0,0.2639,0.2639,0.0,0.0,0.4722,0.0,0.4722,0.2639,0.0,0.2639,0.0,0.0,0.0,0.0,0.0,0.2639,0.0,0.2639,0.0,0.4722,0.0,0.0,0.4722,0.2639,0.0,0.2639,0.0,0.0,0.0,0.0,0.4722,0.2639,0.0,0.2639,0.4722,0.0,0.0,0.0,0.0
430,8600.0,0.0,0.0,0.0,0.0,0.2619,0.2619,0.0,0.0,0.9524,0.0,0.0,0.0,0.2619,0.2619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619,0.2619,0.0,0.0,0.0,0.4762,0.4762,0.0,0.2619,0.2619,0.0,0.0,0.0,0.0,0.0,0.0,0.2619,0.0,0.2619,0.0,0.9524,0.0,0.0,0.0,0.2619,0.0,0.2619,0.0,0.2619,0.7381,0.4762,0.0,0.2619,0.2619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2143,0.0,0.2619,0.0,0.2619,0.0,0.2619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619,0.2619,0.0,0.0,0.9524,0.0,0.0,0.0,0.2619,0.2619,0.0,0.0
431,8620.0,0.0,0.0,0.0,0.0,0.2451,0.2451,0.0,0.0,0.5,0.5,0.0,0.0,0.2549,0.2549,0.0,0.0,0.0,0.0,0.0,0.0,0.2451,0.0,0.0,0.2451,0.5,0.2549,0.0,0.2451,0.2549,0.2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4902,0.0,0.2549,0.2549,0.4902,0.0,0.2549,0.2549,0.0,0.5,0.2549,0.0,0.2451,0.5,0.2549,0.0,0.2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549,0.2549,0.4902,0.0,0.2549,0.2549,0.4902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2451,0.2451,0.0,0.0,0.5,0.5,0.0,0.0,0.2549,0.2549,0.0,0.0
432,8640.0,0.0,0.4796,0.0,0.0,0.0,0.0,0.0,0.0,0.2602,0.4796,0.2602,0.0,0.2602,0.0,0.2602,0.0,0.2398,0.2398,0.0,0.0,0.0,0.0,0.0,0.0,0.2398,0.7602,0.0,0.0,0.0,0.5204,0.0,0.0,0.0,0.2398,0.0,0.2398,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.2602,0.0,0.2602,0.0,0.5204,0.0,0.0,0.4796,0.4796,0.0,0.0,0.0,0.5204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602,0.0,0.2602,0.0,0.4796,0.0,0.4796,0.0,0.2602,0.0,0.2602,0.0,0.0,0.0,0.0,0.0,0.4796,0.0,0.0,0.0,0.0,0.0,0.0,0.2602,0.4796,0.2602,0.0,0.2602,0.0,0.2602,0.0
433,8660.0,0.0,0.0,0.0,0.0,0.2486,0.2514,0.0,0.5,0.2486,0.0,0.0,0.2486,0.0,0.2514,0.0,0.2514,0.0,0.0,0.0,0.0,0.2514,0.7486,0.0,0.0,0.0,0.4972,0.0,0.0,0.2514,0.2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.2486,0.2486,0.0,0.0,0.2514,0.2514,0.0,0.4972,0.0,0.0,0.2514,0.2514,0.0,0.0,0.0,0.0,0.0,0.0,0.2514,0.7486,0.0,0.0,0.0,0.0,0.2486,0.2486,0.0,0.0,0.2514,0.2514,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2486,0.2514,0.0,0.5,0.2486,0.0,0.0,0.2486,0.0,0.2514,0.0,0.2514
434,8680.0,0.0,0.5,0.5,0.0,0.0,0.252,0.252,0.0,0.0,0.248,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.248,0.248,0.504,0.0,0.0,0.0,0.504,0.0,0.248,0.248,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.252,0.0,0.0,0.252,0.248,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248,0.248,0.504,0.0,0.248,0.248,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.252,0.252,0.0,0.0,0.248,0.248,0.0,0.0,0.0,0.0,0.0
435,8700.0,0.0,0.2542,0.0,0.2542,0.2458,0.2542,0.2458,0.2542,0.2458,0.0,0.2458,0.0,0.0,0.0,0.0,0.0,0.2542,0.0,0.2542,0.0,0.2542,0.2458,0.5,0.0,0.0,0.2458,0.2458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2542,0.2542,0.2458,0.0,0.2542,0.5,0.2458,0.0,0.0,0.2458,0.0,0.0,0.0,0.0,0.0,0.2458,0.2458,0.0,0.2542,0.0,0.2542,0.0,0.0,0.2458,0.2458,0.0,0.2542,0.0,0.2542,0.0,0.2458,0.0,0.0,0.2458,0.0,0.0,0.2542,0.2542,0.2458,0.0,0.0,0.2458,0.0,0.0,0.2542,0.2542,0.0,0.2542,0.0,0.2542,0.2458,0.2542,0.2458,0.2542,0.2458,0.0,0.2458,0.0,0.0,0.0,0.0,0.0
436,8720.0,0.0,0.5,0.224,0.276,0.0,0.276,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.224,0.224,0.0,0.776,0.224,0.0,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,0.224,0.0,0.0,0.276,0.0,0.276,0.448,0.276,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.776,0.224,0.0,0.0,0.224,0.224,0.0,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.276,0.448,0.0,0.0,0.0,0.448,0.276,0.0,0.276,0.0,0.0,0.5,0.224,0.276,0.0,0.276,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.224,0.224,0.0
437,8740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5458,0.5458,0.0,0.4542,0.0,0.0,0.0,0.4542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2271,0.0,1.3187,0.0,0.2271,0.0,0.2271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4542,0.0,0.0,1.0916,0.4542,0.0,0.0,0.0,0.0,0.0,0.5458,0.0,0.0,0.0,0.5458,0.0,0.0,0.0,0.0,0.0,0.4542,0.0,0.4542,0.0,0.0,0.0,0.0,0.5458,0.0,0.0,0.0,0.5458,0.0,0.0,0.0,0.0,0.9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5458,0.5458,0.0,0.4542,0.0,0.0,0.0,0.4542
